185-3001001;316392;5
185-3001002;579444;5
185-3001003;539363;5
185-3001004;368658;5
185-3001005;944318;5
185-3001006;322647;5
185-3001007;379028;5
185-3001008;428261;5
185-3001009;926130;5
185-3001010;591923;5
185-3001011;113483;5
185-3001012;194013;5
185-3001013;449899;5
185-3001014;154386;5
185-3001015;172955;5
185-3001016;344858;5
185-3001017;740041;5
185-3001018;514635;5
185-3001019;366706;5
185-3001020;819693;5
185-3001021;919557;5
185-3001022;767641;5
185-3001023;395117;5
185-3001024;250536;5
185-3001025;342198;5
185-3001026;323449;5
185-3001027;779323;5
185-3001028;386611;5
185-3001029;971763;5
185-3001030;448503;5
185-3001031;408412;5
185-3001032;339092;5
185-3001033;703818;5
185-3001034;903163;5
185-3001035;492459;5
185-3001036;252208;5
185-3001037;563398;5
185-3001038;271673;5
185-3001039;912381;5
185-3001040;419470;5
185-3001041;305195;5
185-3001042;223662;5
185-3001043;593488;5
185-3001044;642977;5
185-3001045;604201;5
185-3001046;502473;5
185-3001047;694507;5
185-3001048;994704;5
185-3001049;575502;5
185-3001050;962489;5
185-3001051;487085;5
185-3001052;867224;5
185-3001053;728398;5
185-3001054;368000;5
185-3001055;185586;5
185-3001056;946603;5
185-3001057;612090;5
185-3001058;843966;5
185-3001059;165777;5
185-3001060;409361;5
185-3001061;792347;5
185-3001062;627956;5
185-3001063;950274;5
185-3001064;883939;5
185-3001065;948069;5
185-3001066;948869;5
185-3001067;205031;5
185-3001068;976736;5
185-3001069;844723;5
185-3001070;418925;5
185-3001071;476845;5
185-3001072;642631;5
185-3001073;388894;5
185-3001074;213997;5
185-3001075;417943;5
185-3001076;115264;5
185-3001077;732307;5
185-3001078;381687;5
185-3001079;232546;5
185-3001080;473700;5
185-3001081;229653;5
185-3001082;581619;5
185-3001083;778036;5
185-3001084;222512;5
185-3001085;357611;5
185-3001086;739434;5
185-3001087;308410;5
185-3001088;772252;5
185-3001089;221479;5
185-3001090;370931;5
185-3001091;600702;5
185-3001092;194908;5
185-3001093;359514;5
185-3001094;662409;5
185-3001095;583978;5
185-3001096;245325;5
185-3001097;826732;5
185-3001098;726536;5
185-3001099;149852;5
185-3001100;794586;5
185-3001101;465264;5
185-3001102;308885;5
185-3001103;732690;5
185-3001104;425889;5
185-3001105;704601;5
185-3001106;354132;5
185-3001107;840200;5
185-3001108;567694;5
185-3001109;838121;5
185-3001110;826279;5
185-3001111;489473;5
185-3001112;643945;5
185-3001113;397533;5
185-3001114;297629;5
185-3001115;734742;5
185-3001116;986464;5
185-3001117;645341;5
185-3001118;581377;5
185-3001119;744377;5
185-3001120;837214;5
185-3001121;679662;5
185-3001122;431821;5
185-3001123;252551;5
185-3001124;677271;5
185-3001125;844439;5
185-3001126;158633;5
185-3001127;281986;5
185-3001128;205989;5
185-3001129;215674;5
185-3001130;713360;5
185-3001131;426288;5
185-3001132;497044;5
185-3001133;181341;5
185-3001134;124680;5
185-3001135;568167;5
185-3001136;829177;5
185-3001137;837944;5
185-3001138;145348;5
185-3001139;393580;5
185-3001140;740626;5
185-3001141;535613;5
185-3001142;942700;5
185-3001143;746740;5
185-3001144;913456;5
185-3001145;253765;5
185-3001146;998099;5
185-3001147;347940;5
185-3001148;471345;5
185-3001149;631960;5
185-3001150;563656;5
185-3001151;798340;5
185-3001152;732243;5
185-3001153;669247;5
185-3001154;993539;5
185-3001155;906450;5
185-3001156;523814;5
185-3001157;117126;5
185-3001158;612057;5
185-3001159;909307;5
185-3001160;751205;5
185-3001161;982574;5
185-3001162;871947;5
185-3001163;133659;5
185-3001164;459420;5
185-3001165;981453;5
185-3001166;165314;5
185-3001167;276168;5
185-3001168;676309;5
185-3001169;267997;5
185-3001170;713328;5
185-3001171;861666;5
185-3001172;202764;5
185-3001173;714861;5
185-3001174;536440;5
185-3001175;459592;5
185-3001176;984019;5
185-3001177;405248;5
185-3001178;877998;5
185-3001179;667139;5
185-3001180;208544;5
185-3001181;947059;5
185-3001182;715452;5
185-3001183;409132;5
185-3001184;652289;5
185-3001185;167290;5
185-3001186;288858;5
185-3001187;264553;5
185-3001188;828904;5
185-3001189;874900;5
185-3001190;693246;5
185-3001191;313451;5
185-3001192;356909;5
185-3001193;711609;5
185-3001194;300226;5
185-3001195;420285;5
185-3001196;911266;5
185-3001197;417297;5
185-3001198;487434;5
185-3001199;664480;5
185-3001200;571394;5
185-3001201;469143;5
185-3001202;658096;5
185-3001203;563553;5
185-3001204;954908;5
185-3001205;278511;5
185-3001206;715532;5
185-3001207;949376;5
185-3001208;385322;5
185-3001209;543079;5
185-3001210;133403;5
185-3001211;455183;5
185-3001212;238969;5
185-3001213;340310;5
185-3001214;185820;5
185-3001215;884807;5
185-3001216;491609;5
185-3001217;314968;5
185-3001218;848804;5
185-3001219;564551;5
185-3001220;413795;5
185-3001221;523673;5
185-3001222;308290;5
185-3001223;703363;5
185-3001224;910336;5
185-3001225;311771;5
185-3001226;875374;5
185-3001227;872251;5
185-3001228;658677;5
185-3001229;784471;5
185-3001230;296771;5
185-3001231;911075;5
185-3001232;848855;5
185-3001233;112234;5
185-3001234;614101;5
185-3001235;412095;5
185-3001236;735044;5
185-3001237;156069;5
185-3001238;533263;5
185-3001239;720342;5
185-3001240;977584;5
185-3001241;512715;5
185-3001242;907189;5
185-3001243;786928;5
185-3001244;276767;5
185-3001245;849843;5
185-3001246;953991;5
185-3001247;182232;5
185-3001248;526264;5
185-3001249;751381;5
185-3001250;818869;5
185-3001251;928344;5
185-3001252;857102;5
185-3001253;506291;5
185-3001254;498924;5
185-3001255;456593;5
185-3001256;479135;5
185-3001257;909201;5
185-3001258;650044;5
185-3001259;853891;5
185-3001260;788267;5
185-3001261;954770;5
185-3001262;918880;5
185-3001263;634454;5
185-3001264;651911;5
185-3001265;851715;5
185-3001266;977553;5
185-3001267;888248;5
185-3001268;925929;5
185-3001269;256267;5
185-3001270;797472;5
185-3001271;867827;5
185-3001272;569356;5
185-3001273;812327;5
185-3001274;337964;5
185-3001275;766891;5
185-3001276;338584;5
185-3001277;801145;5
185-3001278;169918;5
185-3001279;746492;5
185-3001280;968279;5
185-3001281;783999;5
185-3001282;670047;5
185-3001283;345030;5
185-3001284;941739;5
185-3001285;406995;5
185-3001286;814523;5
185-3001287;121945;5
185-3001288;891188;5
185-3001289;756453;5
185-3001290;152985;5
185-3001291;754291;5
185-3001292;983677;5
185-3001293;346963;5
185-3001294;709974;5
185-3001295;212979;5
185-3001296;988843;5
185-3001297;702145;5
185-3001298;616210;5
185-3001299;286160;5
185-3001300;438146;5
185-3001301;449658;5
185-3001302;620417;5
185-3001303;218431;5
185-3001304;496051;5
185-3001305;501867;5
185-3001306;808242;5
185-3001307;768662;5
185-3001308;861757;5
185-3001309;680209;5
185-3001310;585388;5
185-3001311;748661;5
185-3001312;438426;5
185-3001313;581457;5
185-3001314;366075;5
185-3001315;455027;5
185-3001316;738595;5
185-3001317;514682;5
185-3001318;174852;5
185-3001319;527162;5
185-3001320;994880;5
185-3001321;860263;5
185-3001322;598163;5
185-3001323;491471;5
