185-0001001;746583;1
185-0001002;488282;1
185-0001003;700048;1
185-0001004;256375;1
185-0001005;721942;1
185-0001006;499948;1
185-0001007;316988;1
185-0001008;449172;1
185-0001009;442318;1
185-0001010;143768;1
185-0001011;450229;1
185-0001012;734268;1
185-0001013;297505;1
185-0001014;353454;1
185-0001015;233384;1
185-0001016;466714;1
185-0001017;384845;1
185-0001018;514798;1
185-0001019;180288;1
185-0001020;944434;1
185-0001021;761651;1
185-0001022;870638;1
185-0001023;634838;1
185-0001024;295946;1
185-0001025;698535;1
185-0001026;626339;1
185-0001027;150851;1
185-0001028;642404;1
185-0001029;215014;1
185-0001030;203237;1
185-0001031;479978;1
185-0001032;270726;1
185-0001033;602630;1
185-0001034;366488;1
185-0001035;433109;1
185-0001036;989991;1
185-0001037;289895;1
185-0001038;351196;1
185-0001039;319930;1
185-0001040;253298;1
185-0001041;535351;1
185-0001042;219020;1
185-0001043;864175;1
185-0001044;621609;1
185-0001045;659629;1
185-0001046;497430;1
185-0001047;453714;1
185-0001048;519769;1
185-0001049;134309;1
185-0001050;348460;1
185-0001051;971032;1
185-0001052;892543;1
185-0001053;978428;1
185-0001054;229708;1
185-0001055;334479;1
185-0001056;212678;1
185-0001057;744796;1
185-0001058;128841;1
185-0001059;184342;1
185-0001060;424367;1
185-0001061;727933;1
185-0001062;559761;1
185-0001063;391195;1
185-0001064;475148;1
185-0001065;621677;1
185-0001066;684473;1
185-0001067;918819;1
185-0001068;623928;1
185-0001069;371962;1
185-0001070;180239;1
185-0001071;597197;1
185-0001072;971092;1
185-0001073;516270;1
185-0001074;478789;1
185-0001075;831079;1
185-0001076;446688;1
185-0001077;493354;1
185-0001078;458282;1
185-0001079;545349;1
185-0001080;763732;1
185-0001081;343344;1
185-0001082;574516;1
185-0001083;112786;1
185-0001084;416829;1
185-0001085;982630;1
185-0001086;865860;1
185-0001087;548883;1
185-0001088;906925;1
185-0001089;204505;1
185-0001090;205920;1
185-0001091;747677;1
185-0001092;191169;1
185-0001093;953939;1
185-0001094;370019;1
185-0001095;326959;1
185-0001096;911414;1
185-0001097;544342;1
185-0001098;830626;1
185-0001099;904774;1
185-0001100;237987;1
185-0001101;633347;1
185-0001102;439513;1
185-0001103;296132;1
185-0001104;766424;1
185-0001105;719539;1
185-0001106;783242;1
185-0001107;999073;1
185-0001108;262449;1
185-0001109;349809;1
185-0001110;764342;1
185-0001111;465505;1
185-0001112;831416;1
185-0001113;318440;1
185-0001114;485656;1
185-0001115;135454;1
185-0001116;236653;1
185-0001117;616362;1
185-0001118;488142;1
185-0001119;658118;1
185-0001120;731004;1
185-0001121;579901;1
185-0001122;959235;1
185-0001123;909199;1
185-0001124;489154;1
185-0001125;478293;1
185-0001126;794418;1
185-0001127;662025;1
185-0001128;230108;1
185-0001129;838000;1
185-0001130;737163;1
185-0001131;544289;1
185-0001132;760413;1
185-0001133;140990;1
185-0001134;329866;1
185-0001135;258865;1
185-0001136;567381;1
185-0001137;734976;1
185-0001138;483928;1
185-0001139;535533;1
185-0001140;587372;1
185-0001141;724760;1
185-0001142;754880;1
185-0001143;518503;1
185-0001144;222484;1
185-0001145;349005;1
185-0001146;237971;1
185-0001147;485360;1
185-0001148;228274;1
185-0001149;857828;1
185-0001150;573478;1
185-0001151;731997;1
185-0001152;654701;1
185-0001153;341839;1
185-0001154;169306;1
185-0001155;753422;1
185-0001156;774865;1
185-0001157;739852;1
185-0001158;840148;1
185-0001159;428749;1
185-0001160;544939;1
185-0001161;208325;1
185-0001162;758789;1
185-0001163;691687;1
185-0001164;819902;1
185-0001165;672850;1
185-0001166;791177;1
185-0001167;240199;1
185-0001168;246305;1
185-0001169;612851;1
185-0001170;370219;1
185-0001171;462178;1
185-0001172;622790;1
185-0001173;647262;1
185-0001174;753550;1
185-0001175;977860;1
185-0001176;166125;1
185-0001177;546689;1
185-0001178;617906;1
185-0001179;977330;1
185-0001180;547938;1
185-0001181;800229;1
185-0001182;813606;1
185-0001183;200789;1
185-0001184;764328;1
185-0001185;381063;1
185-0001186;357764;1
185-0001187;207577;1
185-0001188;462434;1
185-0001189;542130;1
185-0001190;438533;1
185-0001191;395482;1
185-0001192;421164;1
185-0001193;980828;1
185-0001194;268797;1
185-0001195;919757;1
185-0001196;974563;1
185-0001197;415070;1
185-0001198;917401;1
185-0001199;664267;1
185-0001200;160539;1
185-0001201;727030;1
185-0001202;557949;1
185-0001203;578925;1
185-0001204;288089;1
185-0001205;322368;1
185-0001206;929297;1
185-0001207;946169;1
185-0001208;573389;1
185-0001209;852010;1
185-0001210;186458;1
185-0001211;753978;1
185-0001212;550063;1
185-0001213;747576;1
185-0001214;300585;1
185-0001215;295818;1
185-0001216;151917;1
185-0001217;978791;1
185-0001218;795115;1
185-0001219;214462;1
185-0001220;866471;1
185-0001221;386259;1
185-0001222;436674;1
185-0001223;506733;1
185-0001224;755335;1
185-0001225;188592;1
185-0001226;455272;1
185-0001227;960805;1
185-0001228;916455;1
185-0001229;659605;1
185-0001230;119009;1
185-0001231;926377;1
185-0001232;498998;1
185-0001233;524652;1
185-0001234;417205;1
185-0001235;853161;1
185-0001236;501689;1
185-0001237;962180;1
185-0001238;263018;1
185-0001239;227999;1
185-0001240;698708;1
185-0001241;637653;1
185-0001242;949066;1
185-0001243;794412;1
185-0001244;833101;1
185-0001245;901798;1
185-0001246;405705;1
185-0001247;591400;1
185-0001248;739274;1
185-0001249;805270;1
185-0001250;974487;1
185-0001251;663503;1
185-0001252;923873;1
185-0001253;179780;1
185-0001254;614942;1
185-0001255;771463;1
185-0001256;668271;1
185-0001257;851059;1
185-0001258;761323;1
185-0001259;836893;1
185-0001260;733819;1
185-0001261;276237;1
185-0001262;144412;1
185-0001263;976844;1
185-0001264;642342;1
185-0001265;948097;1
185-0001266;371471;1
185-0001267;488131;1
185-0001268;968109;1
185-0001269;665877;1
185-0001270;709503;1
185-0001271;593764;1
185-0001272;577559;1
185-0001273;240941;1
185-0001274;744368;1
185-0001275;765061;1
185-0001276;879049;1
185-0001277;549945;1
185-0001278;664361;1
185-0001279;152100;1
185-0001280;889657;1
185-0001281;212661;1
185-0001282;133661;1
185-0001283;203883;1
185-0001284;911193;1
185-0001285;571098;1
185-0001286;548534;1
185-0001287;568732;1
185-0001288;137245;1
185-0001289;161763;1
185-0001290;244046;1
185-0001291;839758;1
185-0001292;561627;1
185-0001293;968486;1
185-0001294;610896;1
185-0001295;758454;1
185-0001296;833907;1
185-0001297;386981;1
185-0001298;369005;1
185-0001299;976005;1
185-0001300;512950;1
185-0001301;135473;1
185-0001302;239032;1
185-0001303;294622;1
185-0001304;312355;1
185-0001305;925628;1
185-0001306;998869;1
185-0001307;751727;1
185-0001308;716115;1
185-0001309;563413;1
185-0001310;310130;1
185-0001311;701564;1
185-0001312;118031;1
185-0001313;291856;1
185-0001314;257133;1
185-0001315;677040;1
185-0001316;652822;1
185-0001317;486310;1
185-0001318;490322;1
185-0001319;294237;1
185-0001320;705468;1
185-0001321;447908;1
185-0001322;414879;1
185-0001323;150176;1
185-0001324;982120;1
185-0001325;738562;1
185-0001326;949156;1
185-0001327;608742;1
185-0001328;202189;1
185-0001329;232070;1
185-0001330;527616;1
185-0001331;118643;1
185-0001332;884263;1
185-0001333;695067;1
185-0001334;276466;1
185-0001335;768228;1
185-0001336;558279;1
185-0001337;204284;1
185-0001338;385801;1
185-0001339;999624;1
185-0001340;206708;1
185-0001341;852165;1
185-0001342;159011;1
185-0001343;285857;1
185-0001344;780393;1
185-0001345;726057;1
185-0001346;970476;1
185-0001347;246454;1
185-0001348;246417;1
185-0001349;623177;1
185-0001350;384756;1
185-0001351;942925;1
185-0001352;706195;1
185-0001353;729491;1
185-0001354;519185;1
185-0001355;625465;1
185-0001356;549974;1
185-0001357;550794;1
185-0001358;959607;1
185-0001359;321721;1
185-0001360;969112;1
185-0001361;163702;1
185-0001362;873206;1
185-0001363;854593;1
185-0001364;994376;1
185-0001365;767624;1
185-0001366;281545;1
185-0001367;174317;1
185-0001368;610293;1
185-0001369;326182;1
185-0001370;291413;1
185-0001371;728813;1
185-0001372;189935;1
185-0001373;329337;1
185-0001374;285803;1
185-0001375;437147;1
185-0001376;580682;1
185-0001377;896109;1
185-0001378;751252;1
185-0001379;422736;1
185-0001380;545852;1
185-0001381;223805;1
185-0001382;801915;1
185-0001383;434687;1
185-0001384;161319;1
185-0001385;222025;1
185-0001386;876974;1
185-0001387;653377;1
185-0001388;435082;1
185-0001389;467250;1
185-0001390;715264;1
185-0001391;532563;1
185-0001392;732789;1
185-0001393;896681;1
185-0001394;595706;1
185-0001395;924809;1
185-0001396;442398;1
185-0001397;277932;1
185-0001398;987374;1
185-0001399;760600;1
185-0001400;708824;1
185-0001401;542396;1
185-0001402;420312;1
185-0001403;408863;1
185-0001404;690356;1
185-0001405;243707;1
185-0001406;807992;1
185-0001407;275687;1
185-0001408;887751;1
185-0001409;476094;1
185-0001410;340931;1
185-0001411;742589;1
185-0001412;876146;1
185-0001413;517989;1
185-0001414;796251;1
185-0001415;397517;1
185-0001416;378260;1
185-0001417;785893;1
185-0001418;430886;1
185-0001419;637190;1
185-0001420;182134;1
185-0001421;276729;1
185-0001422;289728;1
185-0001423;192285;1
185-0001424;913629;1
185-0001425;292011;1
185-0001426;724953;1
185-0001427;698260;1
185-0001428;269762;1
185-0001429;348435;1
185-0001430;625717;1
185-0001431;953285;1
185-0001432;272305;1
185-0001433;363794;1
185-0001434;348087;1
185-0001435;965491;1
185-0001436;432425;1
185-0001437;296068;1
185-0001438;235020;1
185-0001439;458960;1
185-0001440;784419;1
185-0001441;769806;1
185-0001442;543957;1
185-0001443;915959;1
185-0001444;797900;1
185-0001445;605300;1
185-0001446;756546;1
185-0001447;671302;1
185-0001448;807866;1
185-0001449;899581;1
185-0001450;726477;1
185-0001451;574881;1
185-0001452;119361;1
185-0001453;565487;1
185-0001454;803142;1
185-0001455;312298;1
185-0001456;690425;1
185-0001457;950285;1
185-0001458;576066;1
185-0001459;298336;1
185-0001460;924013;1
185-0001461;647977;1
185-0001462;417892;1
185-0001463;846362;1
185-0001464;521667;1
185-0001465;142556;1
185-0001466;175098;1
185-0001467;603194;1
185-0001468;732462;1
185-0001469;406010;1
185-0001470;356967;1
185-0001471;817532;1
185-0001472;598879;1
185-0001473;605813;1
185-0001474;243672;1
185-0001475;443769;1
185-0001476;909415;1
185-0001477;518180;1
185-0001478;271507;1
185-0001479;636933;1
185-0001480;740896;1
185-0001481;914764;1
185-0001482;881514;1
185-0001483;393673;1
185-0001484;713915;1
185-0001485;853660;1
185-0001486;677114;1
185-0001487;209036;1
185-0001488;716029;1
185-0001489;590840;1
185-0001490;234508;1
185-0001491;944634;1
185-0001492;334361;1
185-0001493;518994;1
185-0001494;904787;1
185-0001495;853006;1
185-0001496;209827;1
