185-2001001;896687;4
185-2001002;603712;4
185-2001003;496172;4
185-2001004;500433;4
185-2001005;306942;4
185-2001006;400008;4
185-2001007;908409;4
185-2001008;120324;4
185-2001009;251229;4
185-2001010;409473;4
185-2001011;620146;4
185-2001012;525686;4
185-2001013;854864;4
185-2001014;805477;4
185-2001015;783006;4
185-2001016;215082;4
185-2001017;470587;4
185-2001018;705874;4
185-2001019;889478;4
185-2001020;798367;4
185-2001021;231633;4
185-2001022;418040;4
185-2001023;330699;4
185-2001024;140809;4
185-2001025;732753;4
185-2001026;411713;4
185-2001027;669637;4
185-2001028;684598;4
185-2001029;319591;4
185-2001030;862255;4
185-2001031;947564;4
185-2001032;121626;4
185-2001033;387917;4
185-2001034;280771;4
185-2001035;362221;4
185-2001036;501503;4
185-2001037;162960;4
185-2001038;400753;4
185-2001039;613539;4
185-2001040;690808;4
185-2001041;686456;4
185-2001042;352645;4
185-2001043;911604;4
185-2001044;834301;4
185-2001045;542999;4
185-2001046;504199;4
185-2001047;156910;4
185-2001048;285129;4
185-2001049;431570;4
185-2001050;925134;4
185-2001051;353455;4
185-2001052;119521;4
185-2001053;878957;4
185-2001054;246107;4
185-2001055;279327;4
185-2001056;387686;4
185-2001057;548992;4
185-2001058;376160;4
185-2001059;982570;4
185-2001060;350901;4
185-2001061;155700;4
185-2001062;207019;4
185-2001063;533822;4
185-2001064;715881;4
185-2001065;885431;4
185-2001066;869339;4
185-2001067;902376;4
185-2001068;915007;4
185-2001069;166047;4
185-2001070;182667;4
185-2001071;332992;4
185-2001072;367535;4
185-2001073;447575;4
185-2001074;799526;4
185-2001075;800834;4
185-2001076;560401;4
185-2001077;937072;4
185-2001078;355001;4
185-2001079;699066;4
185-2001080;558297;4
185-2001081;336531;4
185-2001082;662995;4
185-2001083;161867;4
185-2001084;112497;4
185-2001085;164631;4
185-2001086;312853;4
185-2001087;582752;4
185-2001088;634960;4
185-2001089;720283;4
185-2001090;367956;4
185-2001091;770788;4
185-2001092;625046;4
185-2001093;730685;4
185-2001094;353692;4
185-2001095;971523;4
185-2001096;340869;4
185-2001097;883993;4
185-2001098;447024;4
185-2001099;319650;4
185-2001100;223147;4
185-2001101;390577;4
185-2001102;826116;4
185-2001103;226973;4
185-2001104;329024;4
185-2001105;647151;4
185-2001106;703149;4
185-2001107;747518;4
185-2001108;662438;4
185-2001109;321995;4
185-2001110;660187;4
185-2001111;930520;4
185-2001112;476872;4
185-2001113;963705;4
185-2001114;285119;4
185-2001115;782529;4
185-2001116;930857;4
185-2001117;440431;4
185-2001118;787919;4
185-2001119;767056;4
185-2001120;796796;4
185-2001121;391014;4
185-2001122;898113;4
185-2001123;904240;4
185-2001124;413076;4
185-2001125;860910;4
185-2001126;570793;4
185-2001127;591524;4
185-2001128;833786;4
185-2001129;846922;4
185-2001130;674111;4
185-2001131;713232;4
185-2001132;949556;4
185-2001133;607410;4
185-2001134;990760;4
185-2001135;964463;4
185-2001136;410603;4
185-2001137;599045;4
185-2001138;795613;4
185-2001139;726358;4
185-2001140;357171;4
185-2001141;973532;4
185-2001142;816299;4
185-2001143;297970;4
185-2001144;779836;4
185-2001145;174631;4
185-2001146;665792;4
185-2001147;216586;4
185-2001148;617511;4
185-2001149;458733;4
185-2001150;457306;4
185-2001151;251000;4
185-2001152;814388;4
185-2001153;537770;4
185-2001154;521209;4
185-2001155;531043;4
185-2001156;894059;4
185-2001157;455537;4
185-2001158;339786;4
185-2001159;148912;4
185-2001160;504185;4
185-2001161;756682;4
185-2001162;217316;4
185-2001163;930646;4
185-2001164;696420;4
185-2001165;515927;4
185-2001166;882861;4
185-2001167;969151;4
185-2001168;553763;4
185-2001169;463522;4
185-2001170;214548;4
185-2001171;400074;4
185-2001172;939567;4
185-2001173;597346;4
185-2001174;551253;4
185-2001175;713065;4
185-2001176;750035;4
185-2001177;997581;4
185-2001178;432128;4
185-2001179;792363;4
185-2001180;608766;4
185-2001181;174661;4
185-2001182;256934;4
185-2001183;339184;4
185-2001184;190398;4
185-2001185;460964;4
185-2001186;674913;4
185-2001187;773543;4
185-2001188;328260;4
185-2001189;468472;4
185-2001190;849620;4
185-2001191;922940;4
