185-1001001;341266;2
185-1001002;646433;2
185-1001003;533962;2
185-1001004;234768;2
185-1001005;946223;2
185-1001006;269743;2
185-1001007;779216;2
185-1001008;789418;2
185-1001009;892364;2
185-1001010;686324;2
185-1001011;111546;2
185-1001012;655626;2
185-1001013;252309;2
185-1001014;203577;2
185-1001015;631975;2
185-1001016;615034;2
185-1001017;262681;2
185-1001018;568487;2
185-1001019;725657;2
185-1001020;853275;2
185-1001021;371981;2
185-1001022;358223;2
185-1001023;599097;2
185-1001024;746088;2
185-1001025;778218;2
185-1001026;321554;2
185-1001027;615833;2
185-1001028;341097;2
185-1001029;155699;2
185-1001030;234346;2
185-1001031;255149;2
185-1001032;339237;2
185-1001033;888098;2
185-1001034;257735;2
185-1001035;383484;2
185-1001036;719230;2
185-1001037;240926;2
185-1001038;320960;2
185-1001039;921095;2
185-1001040;483475;2
185-1001041;223052;2
185-1001042;330507;2
185-1001043;625604;2
185-1001044;503395;2
185-1001045;180109;2
185-1001046;818325;2
185-1001047;667310;2
185-1001048;626246;2
185-1001049;886670;2
185-1001050;609445;2
185-1001051;695414;2
185-1001052;366579;2
185-1001053;562599;2
185-1001054;888121;2
185-1001055;821664;2
185-1001056;404259;2
185-1001057;705577;2
185-1001058;127124;2
185-1001059;795889;2
185-1001060;490683;2
185-1001061;519196;2
185-1001062;141903;2
185-1001063;813067;2
185-1001064;246547;2
185-1001065;840967;2
185-1001066;923122;2
185-1001067;462488;2
185-1001068;667400;2
185-1001069;592525;2
185-1001070;467400;2
185-1001071;144896;2
185-1001072;404149;2
185-1001073;561219;2
185-1001074;940460;2
185-1001075;917541;2
185-1001076;623772;2
185-1001077;657804;2
185-1001078;350241;2
185-1001079;711089;2
185-1001080;801941;2
185-1001081;313402;2
185-1001082;762399;2
185-1001083;869626;2
185-1001084;829989;2
185-1001085;976180;2
185-1001086;150237;2
185-1001087;760017;2
185-1001088;630241;2
185-1001089;906766;2
185-1001090;191094;2
185-1001091;806576;2
185-1001092;773898;2
185-1001093;122361;2
185-1001094;517569;2
185-1001095;968217;2
185-1001096;752183;2
185-1001097;721963;2
185-1001098;919926;2
185-1001099;486450;2
185-1001100;564968;2
185-1001101;150709;2
185-1001102;771708;2
185-1001103;426622;2
185-1001104;458339;2
185-1001105;727848;2
185-1001106;925535;2
185-1001107;695464;2
185-1001108;271209;2
185-1001109;806926;2
